route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
002,109.0.1,1041296,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398738,56219,0,0
002,109.0.1,1041295,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398735,56220,0,0
002,109.0.1,1041294,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398737,56219,0,0
002,109.0.1,1041297,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398743,56220,0,0
002,109.0.1,1041237,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398744,56219,0,0
002,109.0.1,1041236,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398745,56220,0,0
002,109.0.1,1041235,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398746,56219,0,0
002,109.0.1,1041238,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398747,56218,0,0
002,109.0.1,1041299,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398742,56219,0,0
002,109.0.1,1041300,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398740,56220,0,0
002,109.0.1,1041301,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398741,56219,0,0
002,109.0.1,1041302,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398739,56218,0,0
002,109.0.1,1041306,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398738,56219,0,0
002,109.0.1,1041308,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398736,56220,0,0
002,109.0.1,1041307,2 EAST MAIN NORTH HIGH TO HAMILTON ROAD,,0,398737,56219,0,0
002,109.0.1,1041309,2 EAST MAIN NORTH HIGH TO REYNOLDSBURG,,0,398735,56218,0,0
002,109.0.1,1041367,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,398743,56230,0,0
002,109.0.1,1041374,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,398735,56229,0,0
002,109.0.1,1041366,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,398744,56230,0,0
002,109.0.1,1041375,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,398745,56229,0,0
002,109.0.1,1041365,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,398746,56230,0,0
002,109.0.1,1041376,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,398747,56229,0,0
002,109.0.1,1041364,2 EAST MAIN NORTH HIGH TO HIGH AND FENWAY,,1,398742,56230,0,0
